year,site,replicate,block,hybrid,date_planted,date_harvested,yield_mg_ha,grain_moisture
2020,TXH2,2,50,W10004_0409/PHZ51,3/11/20,7/29/20,6.682166034,11.6
2020,TXH2,2,50,B73/MO17,3/11/20,7/29/20,10.70070505,12.4
2020,TXH2,2,50,W10004_0071/PHZ51,3/11/20,7/29/20,6.977348146,13.6
2020,TXH2,2,50,W10004_0781/PHZ51,3/11/20,7/29/20,7.287362779,12.2
2020,TXH2,2,50,W10004_0203/PHZ51,3/11/20,7/29/20,5.26215273,13.7
2020,TXH2,2,50,W10004_0628/PHZ51,3/11/20,7/29/20,6.065569593,15.9
2020,TXH2,2,50,W10004_0774/PHZ51,3/11/20,7/29/20,9.416230529,16.2
2020,TXH2,2,50,W10004_1011/PHZ51,3/11/20,7/29/20,7.61954462,14.5
2020,TXH2,2,50,B37/H95,3/11/20,7/29/20,8.166281385,15.1
2020,TXH2,2,50,W10004_0745/PHZ51,3/11/20,7/29/20,6.169091341,15.5
2020,TXH3,1,1,W10004_0076/PHZ51,4/8/20,8/13/20,6.273775491,11
2020,TXH3,1,1,PHW52/PHM49,4/8/20,8/13/20,7.774327613,10.3
2020,TXH3,1,1,W10004_0868/PHZ51,4/8/20,8/13/20,2.483171936,9.13
2020,TXH3,1,1,W10004_0807/PHZ51,4/8/20,8/13/20,8.168653773,11.9
2020,TXH3,1,1,W10004_0798/PHZ51,4/8/20,8/13/20,8.091785697,10.9
2020,TXH3,1,1,W10004_0832/PHZ51,4/8/20,8/13/20,6.390790618,12.3
2020,TXH3,1,1,B73/MO17,4/8/20,8/13/20,8.36211552,10.6
2020,TXH3,1,1,W10004_0103/PHZ51,4/8/20,8/13/20,6.698392077,10.5
2020,TXH3,1,1,W10004_1002/PHZ51,4/8/20,8/13/20,6.677944,9.79
2020,TXH3,1,1,W10004_0389/PHZ51,4/8/20,8/13/20,10.17397383,11.7
2020,TXH3,1,1,B73/PHN82,4/8/20,8/13/20,6.446150859,10.2
2020,TXH3,1,1,B14A/OH43,4/8/20,8/13/20,5.169996689,10.1
2020,TXH3,1,1,CG119/CG108,4/8/20,8/13/20,6.683125865,9.72
2020,TXH3,1,1,TX714/TX779,4/8/20,8/13/20,5.87635639,9.48
2020,TXH3,1,1,TX777/LH195,4/8/20,8/13/20,6.098884983,10.1
2020,TXH3,1,1,F42/H95,4/8/20,8/13/20,6.864996222,11.1
2020,TXH3,1,1,TX779/LH195,4/8/20,8/13/20,6.150622066,20.7
2020,TXH3,1,1,LH74/PHN82,4/8/20,8/13/20,5.390282051,10.4
2020,TXH3,1,1,B14A/MO17,4/8/20,8/13/20,4.959037734,12
2020,TXH3,1,1,B73/TX779,4/8/20,8/13/20,10.64090593,12.5
2020,TXH3,1,1,F42/OH43,4/8/20,8/13/20,7.043156409,14.3
2020,TXH3,1,1,F42/MO17,4/8/20,8/13/20,4.974998668,14.8
2020,TXH3,1,1,2369/LH123HT,4/8/20,8/13/20,5.186351888,12
2020,TXH3,1,1,CG44/CGR01,4/8/20,8/13/20,8.202241071,12.5
2020,TXH3,1,1,PHW52/PHM49,4/8/20,8/13/20,11.84622156,13.6
2020,TXH3,1,1,B73/MO17,4/8/20,8/13/20,5.589100364,11.4
2020,TXH3,1,1,B73/PHM49,4/8/20,8/13/20,5.810928797,10.3
2020,TXH3,1,1,B37/H95,4/8/20,8/13/20,5.986859348,13.4
2020,TXH3,1,1,B37/OH43,4/8/20,8/13/20,11.07378848,16.8
2020,TXH3,1,1,PHG39/PHN82,4/8/20,8/13/20,6.975553561,10.3
2020,TXH3,1,1,LH132/TX779,4/8/20,8/13/20,5.390200479,11.6
2020,TXH3,1,1,PHW52/PHN82,4/8/20,8/13/20,5.412938692,14.1
2020,TXH3,1,1,TX110/DK87916W,4/8/20,8/13/20,5.769184292,17.2
2020,TXH3,1,1,B37/MO17,4/8/20,8/13/20,4.88955193,10.2
2020,TXH3,1,1,B14A/H95,4/8/20,8/13/20,5.22848386,25.9
2020,TXH3,1,1,LH195/PHN82,4/8/20,8/13/20,4.955448563,12.8
2020,TXH3,1,1,LH244/PHN82,4/8/20,8/13/20,6.503230912,11.5
2020,TXH3,1,1,LH195/PHZ51,4/8/20,8/13/20,6.102168259,10.5
2020,TXH3,1,1,PHB47/MO17,4/8/20,8/13/20,6.259432403,10.6
2020,TXH3,1,1,LH244/PHK76,4/8/20,8/13/20,5.503660423,11.9
2020,TXH3,1,1,PHB47/PHN82,4/8/20,8/13/20,4.786811914,11.2
2020,TXH3,1,1,B73/PHN82,4/8/20,8/13/20,6.976749951,12.8
2020,TXH3,1,1,LH145/LH82,4/8/20,8/13/20,6.869346732,11.2
2020,TXH3,1,1,LH244/MO17,4/8/20,8/13/20,9.524333908,10.7
2020,TXH3,1,1,PHJ40/PHAJ0,4/8/20,8/13/20,1.735984057,9.76
2020,TXH3,1,1,TX714/PHZ51,4/8/20,8/13/20,5.538287765,12.3
2020,TXH3,1,1,LH195/PHK76,4/8/20,8/13/20,4.967528027,12.9
2020,TXH3,1,1,PHB47/PHK76,4/8/20,8/13/20,6.280641139,11.5
2020,TXH3,1,1,PHG29/PHG47,4/8/20,8/13/20,8.584848044,11
2020,TXH3,1,1,B73/MO17,4/8/20,8/13/20,12.99524566,10.5
2020,TXH3,1,1,B73/PHZ51,4/8/20,8/13/20,6.253355284,11.8
2020,TXH3,1,1,PHRE1/PHTD5,4/8/20,8/13/20,4.763332755,11.3
2020,TXH3,1,1,PHB47/PHZ51,4/8/20,8/13/20,2.604392103,10.9
2020,TXH3,1,1,LH244/PHZ51,4/8/20,8/13/20,3.997377863,12.1
2020,TXH3,1,1,PHJ89/PH207,4/8/20,8/13/20,9.484438371,10.1
2020,TXH3,1,1,LH195/MO17,4/8/20,8/13/20,13.9937897,10.3
2020,TXH3,1,2,W10004_0956/PHZ51,4/8/20,8/13/20,7.447257621,10.2
2020,TXH3,1,2,W10004_0966/PHZ51,4/8/20,8/13/20,8.263576466,9.28
2020,TXH3,1,2,W10004_0097/PHZ51,4/8/20,8/13/20,10.07206177,9.21
2020,TXH3,1,2,W10004_0619/PHZ51,4/8/20,8/13/20,5.840457884,8.5
2020,TXH3,1,2,W10004_0409/PHZ51,4/8/20,8/13/20,9.944178529,10.8
2020,TXH3,1,2,W10004_0834/PHZ51,4/8/20,8/13/20,6.016268796,8.19
2020,TXH3,1,2,W10004_1045/PHZ51,4/8/20,8/13/20,5.861124167,9.62
2020,TXH3,1,2,W10004_0264/PHZ51,4/8/20,8/13/20,3.348848677,9.44
2020,TXH3,1,2,W10004_0815/PHZ51,4/8/20,8/14/20,4.313462817,7.5
2020,TXH3,1,2,CG119/CG108,4/8/20,8/14/20,9.057252265,8.11
2020,TXH3,1,3,W10004_0626/PHZ51,4/8/20,8/14/20,6.165352621,10.2
2020,TXH3,1,3,W10004_0308/PHZ51,4/8/20,8/14/20,6.032652545,7.46
2020,TXH3,1,3,W10004_0712/PHZ51,4/8/20,8/14/20,7.71798171,9.89
2020,TXH3,1,3,W10004_0614/PHZ51,4/8/20,8/14/20,5.642224171,7.26
2020,TXH3,1,3,W10004_0768/PHZ51,4/8/20,8/14/20,5.499207948,8.07
2020,TXH3,1,3,W10004_0212/PHZ51,4/8/20,8/14/20,5.184546427,7.44
2020,TXH3,1,3,PB80/TX779,4/8/20,8/14/20,7.49608394,7.02
2020,TXH3,1,3,W10004_0299/PHZ51,4/8/20,8/14/20,9.506919632,9.42
2020,TXH3,1,3,W10004_0685/PHZ51,4/8/20,8/14/20,8.056652609,8.76
2020,TXH3,1,4,CG44/CGR01,4/8/20,8/14/20,7.751895296,8.77
2020,TXH3,1,4,W10004_0645/PHZ51,4/8/20,8/14/20,8.546033336,10.2
2020,TXH3,1,4,W10004_0818/PHZ51,4/8/20,8/14/20,6.395054118,8.84
2020,TXH3,1,4,W10004_0203/PHZ51,4/8/20,8/14/20,7.879643947,9.44
2020,TXH3,1,4,W10004_0292/PHZ51,4/8/20,8/14/20,7.828525453,7.2
2020,TXH3,1,4,W10004_0258/PHZ51,4/8/20,8/14/20,9.351038815,7.49
2020,TXH3,1,4,W10004_0616/PHZ51,4/8/20,8/14/20,6.168985297,7.96
2020,TXH3,1,5,W10004_0092/PHZ51,4/8/20,8/14/20,6.914015595,7.87
2020,TXH3,1,5,W10004_0697/PHZ51,4/8/20,8/14/20,5.661351461,8.88
2020,TXH3,1,5,W10004_0624/PHZ51,4/8/20,8/14/20,6.817528078,7.65
2020,TXH3,1,5,W10004_0197/PHZ51,4/8/20,8/14/20,8.909625181,8.79
2020,TXH3,1,5,W10004_0038/PHZ51,4/8/20,8/14/20,8.675596966,11
2020,TXH3,1,5,TX779/LH195,4/8/20,8/14/20,9.440946865,7.41
2020,TXH3,1,5,W10004_0132/PHZ51,4/8/20,8/14/20,11.18984514,12.3
2020,TXH3,1,5,W10004_0625/PHZ51,4/8/20,8/14/20,5.437832447,7.09
2020,TXH3,1,5,W10004_0073/PHZ51,4/8/20,8/14/20,7.314122495,8.97
2020,TXH3,1,6,W10004_0928/PHZ51,4/8/20,8/14/20,6.372266961,8.9
2020,TXH3,1,6,W10004_0150/PHZ51,4/8/20,8/14/20,2.944043227,7.26
2020,TXH3,1,6,W10004_0981/PHZ51,4/8/20,8/14/20,8.139382997,7.18
2020,TXH3,1,6,W10004_0032/PHZ51,4/8/20,8/14/20,9.560072669,7.17
2020,TXH3,1,6,W10004_0474/PHZ51,4/8/20,8/13/20,8.101258933,9.44
2020,TXH3,1,6,W10004_0984/PHZ51,4/8/20,8/13/20,6.125368714,9.8
2020,TXH3,1,6,W10004_0628/PHZ51,4/8/20,8/13/20,7.60289984,9.51
2020,TXH3,1,6,W10004_0018/PHZ51,4/8/20,8/13/20,7.251956424,8.74
2020,TXH3,1,7,W10004_1117/PHZ51,4/8/20,8/13/20,6.455500377,9.21
2020,TXH3,1,7,W10004_0118/PHZ51,4/8/20,8/13/20,7.297161623,8.95
2020,TXH3,1,7,W10004_0965/PHZ51,4/8/20,8/13/20,6.960551098,10.1
2020,TXH3,1,7,TX110/DK87916W,4/8/20,8/13/20,7.068790431,10.2
2020,TXH3,1,7,W10004_1000/PHZ51,4/8/20,8/13/20,7.533343341,11.2
2020,TXH3,1,7,W10004_0644/PHZ51,4/8/20,8/13/20,7.37764878,9.33
2020,TXH3,1,7,W10004_0696/PHZ51,4/8/20,8/13/20,7.662934161,9.6
2020,TXH3,1,7,W10004_0651/PHZ51,4/8/20,8/13/20,5.414712884,10.6
2020,TXH3,1,7,W10004_1105/PHZ51,4/8/20,8/13/20,4.607258884,9.51
2020,TXH3,1,7,W10004_0410/PHZ51,4/8/20,8/13/20,2.725676168,8.87
2020,TXH3,1,8,W10004_0779/PHZ51,4/8/20,8/13/20,5.093359734,10.8
2020,TXH3,1,8,W10004_0859/PHZ51,4/8/20,8/13/20,5.015798296,11.1
2020,TXH3,1,8,W10004_0138/PHZ51,4/8/20,8/13/20,5.389996548,10.1
2020,TXH3,1,8,W10004_0820/PHZ51,4/8/20,8/13/20,5.740973953,11.1
2020,TXH3,1,8,W10004_0814/PHZ51,4/8/20,8/13/20,5.821879846,10.6
2020,TXH3,1,8,W10004_0148/PHZ51,4/8/20,8/13/20,7.485487729,10.4
2020,TXH3,1,8,W10004_0757/PHZ51,4/8/20,8/13/20,8.814745313,11
2020,TXH3,1,8,W10004_0842/PHZ51,4/8/20,8/13/20,7.396546988,10
2020,TXH3,1,8,W10004_1057/PHZ51,4/8/20,8/13/20,5.207560625,10.4
2020,TXH3,1,8,W10004_0068/PHZ51,4/8/20,8/13/20,6.688585755,9.48
2020,TXH3,1,9,W10004_0774/PHZ51,4/8/20,8/13/20,5.675880805,9.83
2020,TXH3,1,9,W10004_0601/PHZ51,4/8/20,8/13/20,7.44828407,10.7
2020,TXH3,1,9,W10004_0827/PHZ51,4/8/20,8/13/20,8.659754311,8.94
2020,TXH3,1,9,W10004_0896/PHZ51,4/8/20,8/13/20,6.804830026,10.7
2020,TXH3,1,9,W10004_0672/PHZ51,4/8/20,8/13/20,6.954439991,10.1
2020,TXH3,1,9,W10004_0034/PHZ51,4/8/20,8/13/20,6.927935868,11.3
2020,TXH3,1,9,W10004_0746/PHZ51,4/8/20,8/13/20,5.735074933,9.67
2020,TXH3,1,9,W10004_0119/PHZ51,4/8/20,8/13/20,5.268671697,10.5
2020,TXH3,1,9,W10004_0803/PHZ51,4/8/20,8/13/20,7.174045585,9.02
2020,TXH3,1,9,W10004_0932/PHZ51,4/8/20,8/13/20,6.206454065,9.78
2020,TXH3,1,10,B73/TX779,4/8/20,8/13/20,7.535627358,10.6
2020,TXH3,1,10,W10004_0200/PHZ51,4/8/20,8/13/20,8.160971044,8.98
2020,TXH3,1,10,W10004_0974/PHZ51,4/8/20,8/14/20,7.217751218,7.75
2020,TXH3,1,10,W10004_0134/PHZ51,4/8/20,8/14/20,8.018274312,7.34
2020,TXH3,1,10,W10004_0419/PHZ51,4/8/20,8/14/20,5.691073602,7.08
2020,TXH3,1,10,W10004_0185/PHZ51,4/8/20,8/14/20,6.556018914,8.06
2020,TXH3,1,11,W10004_0381/PHZ51,4/8/20,8/14/20,7.099484639,7.82
2020,TXH3,1,11,W10004_0741/PHZ51,4/8/20,8/14/20,6.548113221,9.72
2020,TXH3,1,11,2369/LH123HT,4/8/20,8/14/20,8.238121903,7.98
2020,TXH3,1,11,W10004_0041/PHZ51,4/8/20,8/14/20,7.021060576,8.19
2020,TXH3,1,11,W10004_1104/PHZ51,4/8/20,8/14/20,8.829488105,8.01
2020,TXH3,1,11,W10004_0714/PHZ51,4/8/20,8/14/20,6.784326888,7.76
2020,TXH3,1,11,W10004_0705/PHZ51,4/8/20,8/14/20,3.9627546,8.34
2020,TXH3,1,11,W10004_0505/PHZ51,4/8/20,8/14/20,8.212648307,7.35
2020,TXH3,1,11,W10004_0112/PHZ51,4/8/20,8/14/20,7.456851856,7.74
2020,TXH3,1,12,W10004_0231/PHZ51,4/8/20,8/14/20,8.137343695,8.62
2020,TXH3,1,12,W10004_0192/PHZ51,4/8/20,8/14/20,9.341143444,7.65
2020,TXH3,1,12,W10004_0649/PHZ51,4/8/20,8/14/20,8.26665989,8.08
2020,TXH3,1,12,W10004_0037/PHZ51,4/8/20,8/14/20,9.138279156,7.67
2020,TXH3,1,12,W10004_0093/PHZ51,4/8/20,8/14/20,8.902671842,7.64
2020,TXH3,1,12,W10004_0802/PHZ51,4/8/20,8/14/20,7.51632061,8.01
2020,TXH3,1,12,W10004_0129/PHZ51,4/8/20,8/14/20,6.429897625,13.3
2020,TXH3,1,12,W10004_0487/PHZ51,4/8/20,8/14/20,3.713551942,7.72
2020,TXH3,1,13,W10004_0950/PHZ51,4/8/20,8/14/20,7.007690235,7.46
2020,TXH3,1,13,W10004_0781/PHZ51,4/8/20,8/14/20,8.419668011,7.91
2020,TXH3,1,13,W10004_0907/PHZ51,4/8/20,8/14/20,11.26888167,10.1
2020,TXH3,1,13,LH74/PHN82,4/8/20,8/14/20,6.052034748,8.31
2020,TXH3,1,13,LH132/TX779,4/8/20,8/14/20,7.539355202,7.42
2020,TXH3,1,13,TX773/TX779,4/8/20,8/14/20,8.514503014,7.08
2020,TXH3,1,13,W10004_0661/PHZ51,4/8/20,8/14/20,7.729734885,7.25
2020,TXH3,1,14,W10004_0140/PHZ51,4/8/20,8/13/20,8.448692031,9.74
2020,TXH3,1,14,W10004_0701/PHZ51,4/8/20,8/13/20,7.122383277,10.6
2020,TXH3,1,14,B73/PHN82,4/8/20,8/13/20,7.188337691,9.23
2020,TXH3,1,14,W10004_1072/PHZ51,4/8/20,8/13/20,10.08354712,8.32
2020,TXH3,1,14,W10004_1015/PHZ51,4/8/20,8/13/20,4.462742415,9.82
2020,TXH3,1,14,W10004_0153/PHZ51,4/8/20,8/13/20,9.58316776,9.63
2020,TXH3,1,14,W10004_0383/PHZ51,4/8/20,8/13/20,8.182772538,10.1
2020,TXH3,1,14,W10004_0688/PHZ51,4/8/20,8/13/20,6.797209836,10.8
2020,TXH3,1,14,W10004_0687/PHZ51,4/8/20,8/13/20,7.690070468,10.5
2020,TXH3,1,14,TX714/TX779,4/8/20,8/13/20,9.128716191,11.3
2020,TXH3,1,15,W10004_0095/PHZ51,4/8/20,8/13/20,8.921638707,11.5
2020,TXH3,1,15,W10004_0955/PHZ51,4/8/20,8/13/20,7.412773031,10.1
2020,TXH3,1,15,W10004_0206/PHZ51,4/8/20,8/13/20,5.499996478,10.1
2020,TXH3,1,15,W10004_1052/PHZ51,4/8/20,8/13/20,6.902383418,10.3
2020,TXH3,1,15,W10004_0745/PHZ51,4/8/20,8/13/20,11.29634427,10.8
2020,TXH3,1,15,W10004_1032/PHZ51,4/8/20,8/13/20,6.046039881,10.7
2020,TXH3,1,15,W10004_0801/PHZ51,4/8/20,8/13/20,4.503104273,11.2
2020,TXH3,1,15,W10004_1118/PHZ51,4/8/20,8/13/20,7.869868895,10.6
2020,TXH3,1,15,W10004_0702/PHZ51,4/8/20,8/13/20,6.896034393,11.4
2020,TXH3,1,15,W10004_0306/PHZ51,4/8/20,8/13/20,6.083195956,10.6
2020,TXH3,1,16,W10004_1004/PHZ51,4/8/20,8/13/20,4.96699101,11
2020,TXH3,1,16,PHW52/PHN82,4/8/20,8/13/20,7.785564165,10.8
2020,TXH3,1,16,F42/OH43,4/8/20,8/13/20,5.942844421,10.7
2020,TXH3,1,16,W10004_1140/PHZ51,4/8/20,8/13/20,7.458554673,9.99
2020,TXH3,1,16,LH82/TX779,4/8/20,8/13/20,6.268711225,10.9
2020,TXH3,1,16,W10004_1099/PHZ51,4/8/20,8/13/20,5.937453187,8.73
2020,TXH3,1,16,TX779/LH195,4/8/20,8/13/20,8.425809708,11.4
2020,TXH3,1,16,W10004_0221/PHZ51,4/8/20,8/13/20,5.974555561,11.4
2020,TXH3,1,16,W10004_0913/PHZ51,4/8/20,8/13/20,6.610967216,10.2
2020,TXH3,1,16,W10004_0427/PHZ51,4/8/20,8/13/20,7.801307574,10.2
2020,TXH3,1,17,W10004_0836/PHZ51,4/8/20,8/13/20,8.691401553,10.9
2020,TXH3,1,17,W10004_0099/PHZ51,4/8/20,8/13/20,6.431794176,10.4
2020,TXH3,1,17,W10004_0866/PHZ51,4/8/20,8/13/20,8.578109511,9.41
2020,TXH3,1,17,B14A/OH43,4/8/20,8/13/20,4.898157783,10.6
2020,TXH3,1,17,W10004_0213/PHZ51,4/8/20,8/13/20,7.59376105,10.2
2020,TXH3,1,17,W10004_0713/PHZ51,4/8/20,8/13/20,6.26793629,12.1
2020,TXH3,1,17,W10004_0199/PHZ51,4/8/20,8/14/20,6.226232572,7.2
2020,TXH3,1,17,W10004_0949/PHZ51,4/8/20,8/14/20,5.961222607,7.98
2020,TXH3,1,18,W10004_0147/PHZ51,4/8/20,8/14/20,10.79536943,8.73
2020,TXH3,1,18,W10004_0639/PHZ51,4/8/20,8/14/20,6.635829702,7.47
2020,TXH3,1,18,W10004_0227/PHZ51,4/8/20,8/14/20,7.521155115,8.18
2020,TXH3,1,18,W10004_0654/PHZ51,4/8/20,8/14/20,8.99506784,7.27
2020,TXH3,1,18,W10004_0241/PHZ51,4/8/20,8/14/20,8.774987089,7.53
2020,TXH3,1,18,W10004_0261/PHZ51,4/8/20,8/14/20,11.16065594,12.9
2020,TXH3,1,18,W10004_0220/PHZ51,4/8/20,8/14/20,10.45390877,10.9
2020,TXH3,1,18,W10004_0224/PHZ51,4/8/20,8/14/20,8.43324772,7.83
2020,TXH3,1,19,W10004_0782/PHZ51,4/8/20,8/14/20,7.819906005,7.6
2020,TXH3,1,19,W10004_0071/PHZ51,4/8/20,8/14/20,9.897519308,9.9
2020,TXH3,1,19,W10004_0268/PHZ51,4/8/20,8/14/20,8.933511521,7.84
2020,TXH3,1,19,B37/MO17,4/8/20,8/14/20,8.692143859,8.86
2020,TXH3,1,19,PHG39/PHN82,4/8/20,8/14/20,6.039204142,7.84
2020,TXH3,1,19,W10004_0646/PHZ51,4/8/20,8/14/20,7.027164206,9.08
2020,TXH3,1,19,W10004_0806/PHZ51,4/8/20,8/14/20,7.684930748,7.41
2020,TXH3,1,19,W10004_0618/PHZ51,4/8/20,8/14/20,9.501340103,9.12
2020,TXH3,1,20,W10004_0658/PHZ51,4/8/20,8/14/20,9.38104306,8.12
2020,TXH3,1,20,W10004_0166/PHZ51,4/8/20,8/14/20,6.129940828,8.17
2020,TXH3,1,20,W10004_0775/PHZ51,4/8/20,8/14/20,6.040250303,8.11
2020,TXH3,1,20,W10004_0065/PHZ51,4/8/20,8/14/20,9.393571849,7.69
2020,TXH3,1,20,W10004_0885/PHZ51,4/8/20,8/14/20,5.6871329920000004,7.35
2020,TXH3,1,20,W10004_1112/PHZ51,4/8/20,8/14/20,8.129296611,8.78
2020,TXH3,1,20,W10004_0828/PHZ51,4/8/20,8/14/20,8.303508711,7.74
2020,TXH3,1,20,W10004_1011/PHZ51,4/8/20,8/14/20,7.703001,8.17
2020,TXH3,1,20,W10004_0799/PHZ51,4/8/20,8/14/20,10.05896538,8.26
2020,TXH3,1,21,W10004_0736/PHZ51,4/8/20,8/14/20,7.663154406,7.14
2020,TXH3,1,21,W10004_0061/PHZ51,4/8/20,8/14/20,8.802523099,8.55
2020,TXH3,1,21,W10004_0940/PHZ51,4/8/20,8/14/20,7.752054361,7.36
2020,TXH3,1,21,W10004_0430/PHZ51,4/8/20,8/13/20,7.220963118,13
2020,TXH3,1,21,W10004_0877/PHZ51,4/8/20,8/13/20,8.412119196,10
2020,TXH3,1,21,W10004_0975/PHZ51,4/8/20,8/13/20,10.70157515,13.5
2020,TXH3,1,21,W10004_0344/PHZ51,4/8/20,8/13/20,8.582659193,10.2
2020,TXH3,1,21,W10004_0465/PHZ51,4/8/20,8/13/20,8.869561741,10.2
2020,TXH3,1,21,W10004_0204/PHZ51,4/8/20,8/13/20,6.151430989,11.8
2020,TXH3,1,22,W10004_0026/PHZ51,4/8/20,8/13/20,9.030578199,10.9
2020,TXH3,1,22,W10004_0756/PHZ51,4/8/20,8/13/20,7.099311978,10.2
2020,TXH3,1,22,W10004_0225/PHZ51,4/8/20,8/13/20,6.30951765,12.6
2020,TXH3,1,22,W10004_0794/PHZ51,4/8/20,8/13/20,10.44999331,10.1
2020,TXH3,1,22,W10004_0217/PHZ51,4/8/20,8/13/20,7.670669912,10.3
2020,TXH3,1,22,W10004_1081/PHZ51,4/8/20,8/13/20,7.065853836,10.7
2020,TXH3,1,22,W10004_0168/PHZ51,4/8/20,8/13/20,5.61778654,9.68
2020,TXH3,1,22,W10004_0380/PHZ51,4/8/20,8/13/20,7.748530448,11.5
2020,TXH3,1,22,W10004_0011/PHZ51,4/8/20,8/13/20,5.420796801,10.7
2020,TXH3,1,22,W10004_0223/PHZ51,4/8/20,8/13/20,7.443328567,10.1
2020,TXH3,1,23,W10004_1018/PHZ51,4/8/20,8/13/20,4.100559727,10.5
2020,TXH3,1,23,W10004_0262/PHZ51,4/8/20,8/13/20,4.253099489,11
2020,TXH3,1,23,B14A/MO17,4/8/20,8/13/20,9.435685467,11.7
2020,TXH3,1,23,W10004_0682/PHZ51,4/8/20,8/13/20,6.354572621,10.8
2020,TXH3,1,23,W10004_0062/PHZ51,4/8/20,8/13/20,6.260350088,10.5
2020,TXH3,1,23,W10004_0667/PHZ51,4/8/20,8/13/20,7.448120926,9.82
2020,TXH3,1,23,B37/H95,4/8/20,8/13/20,6.596576545,11.7
2020,TXH3,1,23,B73/PHM49,4/8/20,8/13/20,6.813816549,10.9
2020,TXH3,1,23,TX777/LH195,4/8/20,8/13/20,6.874383807,10.9
2020,TXH3,1,23,W10004_0608/PHZ51,4/8/20,8/13/20,7.530427139,10.3
2020,TXH3,1,24,W10004_0684/PHZ51,4/8/20,8/13/20,6.355248989,9.67
2020,TXH3,1,24,W10004_0152/PHZ51,4/8/20,8/13/20,9.238240284,11
2020,TXH3,1,24,F42/H95,4/8/20,8/13/20,8.599374669,11.1
2020,TXH3,1,24,W10004_0884/PHZ51,4/8/20,8/13/20,10.89615172,10.8
2020,TXH3,1,24,W10004_0789/PHZ51,4/8/20,8/13/20,6.207443807,11.6
2020,TXH3,1,24,W10004_0812/PHZ51,4/8/20,8/13/20,7.490925867,11.7
2020,TXH3,1,24,W10004_0498/PHZ51,4/8/20,8/13/20,6.33638205,10.8
2020,TXH3,1,24,W10004_0007/PHZ51,4/8/20,8/13/20,6.276712085,10.7
2020,TXH3,1,24,W10004_0823/PHZ51,4/8/20,8/13/20,8.736096247,11
2020,TXH3,1,24,W10004_0055/PHZ51,4/8/20,8/13/20,7.206647221,9.85
2020,TXH3,1,25,W10004_0045/PHZ51,4/8/20,8/14/20,6.118720591,7.68
2020,TXH3,1,25,W10004_0612/PHZ51,4/8/20,8/14/20,5.505211652,7.76
2020,TXH3,1,25,W10004_0501/PHZ51,4/8/20,8/14/20,6.182390306,7.76
2020,TXH3,1,25,W10004_0047/PHZ51,4/8/20,8/14/20,7.206233242,7.09
2020,TXH3,1,25,W10004_0833/PHZ51,4/8/20,8/14/20,7.121649129,8.1
2020,TXH3,1,25,W10004_0072/PHZ51,4/8/20,8/14/20,7.809581021,7.87
2020,TXH3,1,25,W10004_0069/PHZ51,4/8/20,8/14/20,8.231866685,7.98
2020,TXH3,1,25,W10004_0848/PHZ51,4/8/20,8/14/20,8.173822723,8.07
2020,TXH3,1,25,W10004_1037/PHZ51,4/8/20,8/14/20,5.540680545,7.9
2020,TXH3,1,25,W10004_0637/PHZ51,4/8/20,8/14/20,6.518317665,7.62
2020,TXH3,2,1,B73/PHN82,4/8/20,8/13/20,4.881979323,16.1
2020,TXH3,2,1,B14A/OH43,4/8/20,8/13/20,5.233255826,15.4
2020,TXH3,2,1,CG119/CG108,4/8/20,8/13/20,4.782638144,12.6
2020,TXH3,2,1,TX714/TX779,4/8/20,8/13/20,4.120286572,10.6
2020,TXH3,2,1,TX777/LH195,4/8/20,8/13/20,11.49431967,23
2020,TXH3,2,1,F42/H95,4/8/20,8/13/20,5.905613571,11.8
2020,TXH3,2,1,TX779/LH195,4/8/20,8/13/20,7.042768942,11.9
2020,TXH3,2,1,LH74/PHN82,4/8/20,8/13/20,2.952568867,8.75
2020,TXH3,2,1,B14A/MO17,4/8/20,8/13/20,5.890237237,11.4
2020,TXH3,2,1,B73/TX779,4/8/20,8/13/20,8.561532028,14.9
2020,TXH3,2,1,F42/OH43,4/8/20,8/13/20,4.819114452,12.8
2020,TXH3,2,1,F42/MO17,4/8/20,8/14/20,7.114633931,11.9
2020,TXH3,2,1,CG44/CGR01,4/8/20,8/14/20,4.815340385,7.28
2020,TXH3,2,1,PHW52/PHM49,4/8/20,8/14/20,3.125592733,7.67
2020,TXH3,2,1,B73/MO17,4/8/20,8/14/20,5.172223607,7.66
2020,TXH3,2,1,B73/PHM49,4/8/20,8/14/20,5.050378734,8.39
2020,TXH3,2,1,B37/H95,4/8/20,8/14/20,7.441262075,7.7
2020,TXH3,2,1,B37/OH43,4/8/20,8/14/20,2.211673593,8.35
2020,TXH3,2,1,PHG39/PHN82,4/8/20,8/14/20,4.605857204,7.31
2020,TXH3,2,1,LH132/TX779,4/8/20,8/14/20,3.331937429,8.21
2020,TXH3,2,1,PHW52/PHN82,4/8/20,8/14/20,4.376791969,7.09
2020,TXH3,2,1,TX110/DK87916W,4/8/20,8/14/20,4.140924304,9.35
2020,TXH3,2,1,B37/MO17,4/8/20,8/14/20,7.389711249,7.56
2020,TXH3,2,1,B14A/H95,4/8/20,8/14/20,5.386441366,9.75
2020,TXH3,2,1,LH195/PHN82,4/8/20,8/13/20,2.974817648,12.3
2020,TXH3,2,1,LH195/PHZ51,4/8/20,8/13/20,1.816936174,11.2
